Number,Reaction,(E/R)/K,E/kcal mol⁻¹,E/KJ mol⁻¹,A,k,n,Temp./K,Radical Source,System,Reference,Notes,Reference_Text
397,CH₃+CO+M→CH₃CO+M,,,,,1.10E-41,0,298,(CH₃)₂N₂ (Modulated P),See Notes,160,"109,131,136","Anastasi, C. and Maw, P. R., J. Chem. Soc., Faraday Trans. 1. 78, 2423. 1982."
398,CH₃+CO+M→CH₃CO+M,3020,,,2.00E-37,,0,263,(CH₃)₂N₂ (Modulated P),See Notes,160,"109,123,131","Anastasi, C. and Maw, P. R., J. Chem. Soc., Faraday Trans. 1. 78, 2423. 1982."
399,CH₃+CO+M→CH₃CO+M,3020,,,2.00E-37,,0,343,(CH₃)₂N₂ (Modulated P),See Notes,160,"123,124,125","Anastasi, C. and Maw, P. R., J. Chem. Soc., Faraday Trans. 1. 78, 2423. 1982."
400,CH₃+CO+M→CH₃CO+M,,,,,5.76E-36,0,303,(CH₃)₂N₂ (Modulated P),See Notes,160,"123,124,126","Anastasi, C. and Maw, P. R., J. Chem. Soc., Faraday Trans. 1. 78, 2423. 1982."
401,CH₃+CO+M→CH₃CO+M,,,,,2.63E-41,0,303,(CH₃)₂N₂ (Modulated P),See Notes,160,"159,161,162","Anastasi, C. and Maw, P. R., J. Chem. Soc., Faraday Trans. 1. 78, 2423. 1982."
402,CH₃+CO+M→CH₃CO+M,,,,,1.07E-35,0,343,(CH₃)₂N₂ (Modulated P),See Notes,160,"159,161,162","Anastasi, C. and Maw, P. R., J. Chem. Soc., Faraday Trans. 1. 78, 2423. 1982."
403,CH₃+CO+M→CH₃CO+M,,,,,9.56E-41,0,343,(CH₃)₂N₂ (Modulated P),See Notes,160,"143,161,162","Anastasi, C. and Maw, P. R., J. Chem. Soc., Faraday Trans. 1. 78, 2423. 1982."
404,CH₃+SO₂+M→CH₃SO₂+M,,,,,<=1.3819686629E-36,0,Room Temp.,CH₃N₂CH₃ (P),Relative,149,"123,131,161,162","Kan, C. S., Calvert, J. G., and Shaw, J. H., J. Phys. Chem., 85, 1126, 1981."
405,CF₃+O₂+M→CF₃O₂+M,,,,,1.66E-35,0,300,CF₃Cl (Pulse radiolysis),Direct,124,"143,161,162","Cooper, R., Cumming, J. B., Gordon, S., and Mulac, W. A., Radiat. Phys. Chem., 16, 169, 1980."
406,CF₃+O₂+M→CF₃O₂+M,,,,,1.78E-29,0,295,CF₄ discharge,Direct,134,"123,131,161,162","Ryan, K. R. and Plumb, I. C., J. Phys. Chem., 86, 4678, 1982."
407,CCl₃+O₂+M→CCl₃O₂+M,,,,,8.52E-36,0,300,CCl₄ (Pulse radiolysis),Direct,124,"118,123,146","Cooper, R., Cumming, J. B., Gordon, S., and Mulac, W. A., Radiat. Phys. Chem., 16, 169, 1980."
408,HCO+O₂+CO→HCOO₂+H₂+CO,,,,,>=1.0977367285E-30,0,298,H₂CO/O₂ (P),Relative,156,"97,98","Horowitz, A., Su., F., and Calvert, J. G., Int. J. Chem. Kinetc., 10, 1099,1978."
409,CH₃O+SO₂+M → CH₃OSO₂ +M,,,,,8.72E-37,0,Room Temp.,CH₃ONO (P),Direct,149,"114,115","Kan, C. S., Calvert, J. G., and Shaw, J. H., J. Phys. Chem., 85, 1126, 1981."
410,CH₃O₂+SO₂+M → CH₃O₂SO₂ +M,,,,,2.19E-38,0,Room Temp.,CH₃N₂CH₃/O₂ (F.P.),See Notes,149,"97,99","Kan, C. S., Calvert, J. G., and Shaw, J. H., J. Phys. Chem., 85, 1126, 1981."
411,C₂H₅+O₂+M→C₂H₅O₂+M,,,,,7.42E-29,0,295,Cl+C₂H₆+C₂H₅+HCl,Direct,148,157,"Plumb, I. C. and Ryan, K. R., Int. J. Chem. Kinetc., 13, 1011, 1981."
412,C₂H₅+O₂+M→C₂H₅O₂+M,,,,,7.25E-36,0,295,Cl+C₂H₆+C₂H₅+HCl,Direct,148,"118,123,147","Plumb, I. C. and Ryan, K. R., Int. J. Chem. Kinetc., 13, 1011, 1981."
413,C₂H₅+O₂+M→C₂H₅O₂+M,,,,,2.01E-28,-3.8,200-300,,,164,"94,118","Baulch, D. L., Cox, R. A., Hampson, R. F., Kerr, J. A., Troe, J., and Watson, R. T., J. Phys. Chem. Ref. Data, 13, 1259, 1984."
414,C₂H₅+O₂+M→C₂H₅O₂+M,,,,,8.72E-36,0,200-300,,,164,"143,144,145","Baulch, D. L., Cox, R. A., Hampson, R. F., Kerr, J. A., Troe, J., and Watson, R. T., J. Phys. Chem. Ref. Data, 13, 1259, 1984."
415,CH₃CO+O₂ + M → CH₃CO₃+M,,,,,3.32E-36,0,298,CH₃COCH₃ (F.P.),Direct,143,"97,144,145","McDade, C. E., Lenhardt, T. M., and Bayes, K. D., J. Photochem., 20, 1, 1982."
416,CH₃CO+O₂ + M → CH₃CO₃+M,,,,,8.72E-36,0,200-300,,,164,"165,166","Baulch, D. L., Cox, R. A., Hampson, R. F., Kerr, J. A., Troe, J., and Watson, R. T., J. Phys. Chem. Ref. Data, 13, 1259, 1984."
417,CH₃CO+O₂ + M → CH₃CO₃+M,,,,,3.47E-36,0,298,,,164,"109,123,131","Baulch, D. L., Cox, R. A., Hampson, R. F., Kerr, J. A., Troe, J., and Watson, R. T., J. Phys. Chem. Ref. Data, 13, 1259, 1984."
418,C₃H₅+O₂+M→C₃H₅O₂+M,,,,,"[1.3505112156E-37,6.3168155424E-37]",0,382-453,"Hexa-1,5-diene (Laser F.P.) ",Direct,167,"118,123,129,130","Ruiz, R. P., Bayes, K. D., Macpherson, M. T., and Pilling, M.J., J. Phys. Chem., 85, 1622, 1981."
419,C₃H₅+O₂+M→C₃H₅O₂+M,,,,,2.63E-37,0,348,"Hexa-1,5-diene (Laser F.P.) ",Direct,167,"109,123,131","Ruiz, R. P., Bayes, K. D., Macpherson, M. T., and Pilling, M.J., J. Phys. Chem., 85, 1622, 1981."
420,n-C₃H₇+O₂+M→n-C₃H₇O₂+M,,,,,1.10E-35,0,200-300,,,164,"123,167","Baulch, D. L., Cox, R. A., Hampson, R. F., Kerr, J. A., Troe, J., and Watson, R. T., J. Phys. Chem. Ref. Data, 13, 1259, 1984."
421,i-C₃H₇+O₂+M→i-C₃H₇O₂+M,,,,,2.51E-35,0,200-300,,,164,"123,168","Baulch, D. L., Cox, R. A., Hampson, R. F., Kerr, J. A., Troe, J., and Watson, R. T., J. Phys. Chem. Ref. Data, 13, 1259, 1984."
422,n-C₄H₉+O₂+M → n-C₄H₉O₂ + M,,,,,1.23E-35,0,300,n-C₄H₉I (F.P.),Direct,144,"
","Lenhardt, T. M., McDade, C. E., and Bayes, K. C., J. Chem. Phys., 72, 394, 1980."
423,s-C₄H₉+O₂+M → s-C₄H₉O₂ + M,,,,,2.76E-35,0,300,s-C₄H₉I (F.P.),Direct,144,"123,131,165","Lenhardt, T. M., McDade, C. E., and Bayes, K. C., J. Chem. Phys., 72, 394, 1980."
424,t-C₄H₉+O₂+M → t-C₄H₉O₂ + M,,,,,3.89E-35,0,300,t-C₄H₉I (F.P.),Direct,144,"123,131,165","Lenhardt, T. M., McDade, C. E., and Bayes, K. C., J. Chem. Phys., 72, 394, 1980."
425,CH₃CH(OH)CHCH₃ + O₂ +M →CH₃CH(OH)CHO₂CH₃+M,,,,,4.37E-35,0,300,CH₃CH(OH)CHICH₃ (F.P.),Direct,144,"123,129,131","Lenhardt, T. M., McDade, C. E., and Bayes, K. C., J. Chem. Phys., 72, 394, 1980."
426,C₆H₅CH₂+O₂+M→C₆H₅CH₂O₂+M,,,,,1.74E-36,0,295-372,C₆H₅CH₂Cl (Laser P),Direct,163,"123,129,131","Nelson, H. H., and McDonald, J. R., J. Phys. Chem., 86, 1242, 1982."
427,C₆H₅CH₂+O₂+M→C₆H₅CH₂O₂+M,,,,,1.66E-36,0,298,C₆H₅CH₂X (F.P.),Direct,168,"123,129,131","Ebata, T., Obi, K., and Tanaka, I., Chem. Phys. Lett., 77, 480, 1981."
428,C₆H₅CO+O₂+M→C₆H₅CO₃+M,,,,,9.56E-36,0,Room Temp.,C₆H₅COCH₃ (F.P.),Direct,143,"123,129,131","McDade, C. E., Lenhardt, T. M., and Bayes, K. D., J. Photochem., 20, 1, 1982."
429,o-CH₃C₆H₄CH₂+O₂+M→o-CH₃C₆H₄CH₂O₂+M,,,,,2.00E-36,0,298,o-CH₃C₆H₄CH₂X (F.P.),Direct,168,"123,164,170","Ebata, T., Obi, K., and Tanaka, I., Chem. Phys. Lett., 77, 480, 1981."
430,p-CH₃C₆H₄CH₂+O₂+M→p-CH₃C₆H₄CH₂O₂+M,,,,,1.82E-36,0,298,p-CH₃C₆H₄CH₂X (F.P.),Direct,168,"123,169","Ebata, T., Obi, K., and Tanaka, I., Chem. Phys. Lett., 77, 480, 1981."
431,OH+SO₂+N₂→HSO₃+N₂,,,,,2.76E-31,0,298,,,129,"118,123,129,130","Zellner, R., Ber. Bunsenges. Phys. Chem., 82, 1172, 1978."
432,OH+SO₂+N₂→HSO₃+N₂,,,,,1.38E-36,0,298,H₂O (F.P.),Direct,142,"123,169","Davis, D. D., Ravishankara, A. R., and Fischer, S., Geophys. Res. Lett., 6, 113, 1979."
433,OH+SO₂+N₂→HSO₃+N₂,,,,,2.51E-31,0,298,H+NO₂ → OH + NO,Direct,155,"123,169","Leu, M.-T., J. Phys. Chem., 86, 4558, 1982."
434,OH+SO₂+N₂→HSO₃+N₂,,,,,4.96E-31,-3.3,200-300,,,164,"109,110","Baulch, D. L., Cox, R. A., Hampson, R. F., Kerr, J. A., Troe, J., and Watson, R. T., J. Phys. Chem. Ref. Data, 13, 1259, 1984."
435,OH+SO₂+O₂→HSO₃+O₂,,,,,2.46E-31,0,298,H+NO₂ → OH + NO,Direct,155,"123,127,128","Leu, M.-T., J. Phys. Chem., 86, 4558, 1982."
436,OH+SO₂+O₂→HSO₃+O₂,,,,,4.96E-31,-3.3,200-300,,,164,"127,156","Baulch, D. L., Cox, R. A., Hampson, R. F., Kerr, J. A., Troe, J., and Watson, R. T., J. Phys. Chem. Ref. Data, 13, 1259, 1984."
437,OH+SO₂+He→HSO₃+He,-913,,,3.63E-33,,0,261-414,H+NO₂ → OH + NO,Direct,155,"109,143","Leu, M.-T., J. Phys. Chem., 86, 4558, 1982."
438,OH+SO₂+He→HSO₃+He,,,,,7.91E-32,-2.85,261-414,H+NO₂ → OH + NO,Direct,155,"127,156","Leu, M.-T., J. Phys. Chem., 86, 4558, 1982."
439,OH+SO₂+Ar→HSO₃+Ar,-1190,,,1.91E-38,,0,298-424,H₂O (F.P.),Direct,128,"109,143","Harris, G. W., Atkinson, R., and Pitts, J. N., Jr., Chem. Phys. Lett., 69, 378, 1980."
440,OH+SO₂+Ar→HSO₃+Ar,,,,,1.10E-31,0,298,H+NO₂ → OH + NO,Direct,155,"127,156","Leu, M.-T., J. Phys. Chem., 86, 4558, 1982."
441,OH+SO₂+CO₂→HSO₃+CO₂,,,,,1.20E-30,0,298,H+NO₂ → OH + NO,Direct,155,"127,156","Leu, M.-T., J. Phys. Chem., 86, 4558, 1982."
442,OH+SO₂+SO₂→HSO₃+SO₂,-908,,,5.25E-32,,0,261-414,H+NO₂ → OH + NO,Direct,155,"102,103,105","Leu, M.-T., J. Phys. Chem., 86, 4558, 1982."
